Record Length,2.500000e+03,,  -0.000000057000,   0.00000,
Sample Interval,1.000000e-10,,  -0.000000056900,  -0.04000,
Trigger Point,5.700000000000e+02,,  -0.000000056800,  -0.04000,
,,,  -0.000000056700,   0.00000,
,,,  -0.000000056600,   0.00000,
,,,  -0.000000056500,   0.00000,
Source,CH1,,  -0.000000056400,   0.00000,
Vertical Units,V,,  -0.000000056300,   0.00000,
Vertical Scale,1.000000e+00,,  -0.000000056200,   0.00000,
Vertical Offset,-4.000000e-02,,  -0.000000056100,   0.04000,
Horizontal Units,s,,  -0.000000056000,   0.04000,
Horizontal Scale,2.500000e-08,,  -0.000000055900,   0.04000,
Pt Fmt,Y,,  -0.000000055800,   0.04000,
Yzero,0.000000e+00,,  -0.000000055700,   0.04000,
Probe Atten,1.000000e+01,,  -0.000000055600,   0.04000,
Model Number,TDS2014C,,  -0.000000055500,   0.04000,
Serial Number,C010219,,  -0.000000055400,   0.04000,
Firmware Version,FV:v24.08,,  -0.000000055300,   0.04000,
,,,-00.000000055200,   0.04000,
,,,-00.000000055100,   0.08000,
,,,-00.000000055000,   0.08000,
,,,-00.000000054900,   0.08000,
,,,-00.000000054800,   0.08000,
,,,-00.000000054700,   0.08000,
,,,-00.000000054600,   0.08000,
,,,-00.000000054500,   0.04000,
,,,-00.000000054400,   0.04000,
,,,-00.000000054300,   0.04000,
,,,-00.000000054200,   0.04000,
,,,-00.000000054100,   0.04000,
,,,-00.000000054000,   0.00000,
,,,-00.000000053900,   0.00000,
,,,-00.000000053800,   0.00000,
,,,-00.000000053700,   0.00000,
,,,-00.000000053600,   0.00000,
,,,-00.000000053500,   0.00000,
,,,-00.000000053400,   0.00000,
,,,-00.000000053300,   0.00000,
,,,-00.000000053200,   0.00000,
,,,-00.000000053100,   0.04000,
,,,-00.000000053000,   0.04000,
,,,-00.000000052900,   0.04000,
,,,-00.000000052800,   0.04000,
,,,-00.000000052700,   0.04000,
,,,-00.000000052600,   0.04000,
,,,-00.000000052500,   0.04000,
,,,-00.000000052400,   0.04000,
,,,-00.000000052300,   0.04000,
,,,-00.000000052200,   0.04000,
,,,-00.000000052100,   0.08000,
,,,-00.000000052000,   0.08000,
,,,-00.000000051900,   0.08000,
,,,-00.000000051800,   0.08000,
,,,-00.000000051700,   0.08000,
,,,-00.000000051600,   0.08000,
,,,-00.000000051500,   0.08000,
,,,-00.000000051400,   0.08000,
,,,-00.000000051300,   0.08000,
,,,-00.000000051200,   0.08000,
,,,-00.000000051100,   0.08000,
,,,-00.000000051000,   0.04000,
,,,-00.000000050900,   0.04000,
,,,-00.000000050800,   0.04000,
,,,-00.000000050700,   0.04000,
,,,-00.000000050600,   0.04000,
,,,-00.000000050500,   0.00000,
,,,-00.000000050400,   0.00000,
,,,-00.000000050300,   0.00000,
,,,-00.000000050200,   0.00000,
,,,-00.000000050100,   0.00000,
,,,-00.000000050000,   0.00000,
,,,-00.000000049900,   0.00000,
,,,-00.000000049800,   0.00000,
,,,-00.000000049700,   0.00000,
,,,-00.000000049600,   0.00000,
,,,-00.000000049500,   0.00000,
,,,-00.000000049400,  -0.04000,
,,,-00.000000049300,  -0.04000,
,,,-00.000000049200,   0.00000,
,,,-00.000000049100,   0.00000,
,,,-00.000000049000,   0.00000,
,,,-00.000000048900,   0.00000,
,,,-00.000000048800,   0.04000,
,,,-00.000000048700,   0.04000,
,,,-00.000000048600,   0.08000,
,,,-00.000000048500,   0.08000,
,,,-00.000000048400,   0.08000,
,,,-00.000000048300,   0.08000,
,,,-00.000000048200,   0.08000,
,,,-00.000000048100,   0.08000,
,,,-00.000000048000,   0.04000,
,,,-00.000000047900,   0.04000,
,,,-00.000000047800,   0.00000,
,,,-00.000000047700,   0.00000,
,,,-00.000000047600,   0.00000,
,,,-00.000000047500,   0.00000,
,,,-00.000000047400,   0.00000,
,,,-00.000000047300,   0.00000,
,,,-00.000000047200,   0.00000,
,,,-00.000000047100,   0.04000,
,,,-00.000000047000,   0.04000,
,,,-00.000000046900,   0.04000,
,,,-00.000000046800,   0.04000,
,,,-00.000000046700,   0.08000,
,,,-00.000000046600,   0.08000,
,,,-00.000000046500,   0.04000,
,,,-00.000000046400,   0.04000,
,,,-00.000000046300,   0.04000,
,,,-00.000000046200,   0.04000,
,,,-00.000000046100,   0.04000,
,,,-00.000000046000,   0.04000,
,,,-00.000000045900,   0.00000,
,,,-00.000000045800,   0.00000,
,,,-00.000000045700,   0.04000,
,,,-00.000000045600,   0.04000,
,,,-00.000000045500,   0.04000,
,,,-00.000000045400,   0.04000,
,,,-00.000000045300,   0.04000,
,,,-00.000000045200,   0.04000,
,,,-00.000000045100,   0.08000,
,,,-00.000000045000,   0.04000,
,,,-00.000000044900,   0.04000,
,,,-00.000000044800,   0.04000,
,,,-00.000000044700,   0.04000,
,,,-00.000000044600,   0.04000,
,,,-00.000000044500,   0.04000,
,,,-00.000000044400,   0.04000,
,,,-00.000000044300,   0.04000,
,,,-00.000000044200,   0.04000,
,,,-00.000000044100,   0.04000,
,,,-00.000000044000,   0.04000,
,,,-00.000000043900,   0.04000,
,,,-00.000000043800,   0.04000,
,,,-00.000000043700,   0.04000,
,,,-00.000000043600,   0.04000,
,,,-00.000000043500,   0.00000,
,,,-00.000000043400,   0.00000,
,,,-00.000000043300,  -0.04000,
,,,-00.000000043200,  -0.04000,
,,,-00.000000043100,  -0.04000,
,,,-00.000000043000,  -0.04000,
,,,-00.000000042900,  -0.04000,
,,,-00.000000042800,   0.00000,
,,,-00.000000042700,   0.00000,
,,,-00.000000042600,   0.04000,
,,,-00.000000042500,   0.04000,
,,,-00.000000042400,   0.04000,
,,,-00.000000042300,   0.04000,
,,,-00.000000042200,   0.04000,
,,,-00.000000042100,   0.04000,
,,,-00.000000042000,   0.00000,
,,,-00.000000041900,   0.00000,
,,,-00.000000041800,   0.00000,
,,,-00.000000041700,   0.00000,
,,,-00.000000041600,   0.00000,
,,,-00.000000041500,   0.00000,
,,,-00.000000041400,   0.00000,
,,,-00.000000041300,   0.00000,
,,,-00.000000041200,   0.00000,
,,,-00.000000041100,   0.04000,
,,,-00.000000041000,   0.04000,
,,,-00.000000040900,   0.04000,
,,,-00.000000040800,   0.04000,
,,,-00.000000040700,   0.04000,
,,,-00.000000040600,   0.08000,
,,,-00.000000040500,   0.08000,
,,,-00.000000040400,   0.08000,
,,,-00.000000040300,   0.08000,
,,,-00.000000040200,   0.08000,
,,,-00.000000040100,   0.08000,
,,,-00.000000040000,   0.04000,
,,,-00.000000039900,   0.04000,
,,,-00.000000039800,   0.04000,
,,,-00.000000039700,   0.04000,
,,,-00.000000039600,   0.04000,
,,,-00.000000039500,   0.04000,
,,,-00.000000039400,   0.04000,
,,,-00.000000039300,   0.04000,
,,,-00.000000039200,   0.04000,
,,,-00.000000039100,   0.04000,
,,,-00.000000039000,   0.04000,
,,,-00.000000038900,   0.04000,
,,,-00.000000038800,   0.04000,
,,,-00.000000038700,   0.04000,
,,,-00.000000038600,   0.04000,
